playid,down,time,home,team,players,touchdown,yards_togo,total_yds,turnovers,rushing_yds,passing_yds,kicking_xpa,kicking_xpmade,kicking_fga,kicking_fgm
35,0,Q1 15:00,False,CHI,[E.Pineiro],False,0,0,0,0,0,0,0,0,0
50,1,Q1 15:00,False,GB,"[R.Smith, A.Jones]",False,10,0,0,0,0,0,0,0,0
71,2,Q1 14:33,False,GB,"[R.Smith, A.Rodgers, A.Jones]",False,10,0,0,0,0,0,0,0,0
95,3,Q1 13:45,False,GB,"[R.Robertson-Harris, A.Rodgers]",False,10,0,0,0,0,0,0,0,0
125,4,Q1 13:15,False,GB,"[T.Cohen, A.Amos, J.Scott]",False,20,0,0,0,0,0,0,0,0
155,1,Q1 13:01,True,CHI,[K.Clark],False,10,0,0,0,0,0,0,0,0
195,1,Q1 12:33,True,CHI,"[K.Clark, D.Lowry, M.Davis]",False,10,5,0,5,0,0,0,0,0
216,2,Q1 11:58,True,CHI,"[M.Trubisky, A.Robinson, P.Smith]",False,5,0,0,0,0,0,0,0,0
238,3,Q1 11:54,True,CHI,"[M.Trubisky, R.Greene]",False,5,7,0,7,0,0,0,0,0
260,1,Q1 11:12,True,CHI,"[M.Trubisky, T.Cohen]",False,10,0,0,0,0,0,0,0,0
282,2,Q1 11:07,True,CHI,"[M.Trubisky, A.Amos]",False,10,1,0,1,0,0,0,0,0
303,3,Q1 10:25,True,CHI,"[M.Trubisky, B.Martinez]",False,9,0,0,0,0,0,0,0,0
327,4,Q1 09:47,True,CHI,"[T.Davis, P.O'Donnell]",False,15,0,0,0,0,0,0,0,0
381,1,Q1 09:39,False,GB,"[A.Rodgers, J.Graham]",False,10,0,0,0,0,0,0,0,0
403,2,Q1 09:33,False,GB,"[K.Mack, A.Jones]",False,10,0,0,0,0,0,0,0,0
424,3,Q1 08:51,False,GB,"[L.Floyd, A.Rodgers]",False,10,0,0,0,0,0,0,0,0
443,4,Q1 08:04,False,GB,"[K.Fackrell, T.Cohen, T.Brown, T.Summers, J.Scott]",False,17,0,0,0,0,0,0,0,0
485,1,Q1 07:53,True,CHI,"[K.King, D.Montgomery]",False,10,4,0,4,0,0,0,0,0
518,2,Q1 07:12,True,CHI,"[D.Montgomery, Z.Smith]",False,6,6,0,6,0,0,0,0,0
539,1,Q1 06:08,True,CHI,"[K.Clark, D.Montgomery, P.Smith]",False,10,1,0,1,0,0,0,0,0
575,2,Q1 05:23,True,CHI,"[D.Lowry, M.Davis]",False,9,4,0,4,0,0,0,0,0
596,3,Q1 04:41,True,CHI,"[M.Trubisky, T.Cohen, J.Alexander]",False,5,1,0,0,1,0,0,0,0
625,4,Q1 04:14,True,CHI,[E.Pineiro],False,4,0,0,0,0,0,0,1,1
659,0,Q1 04:09,False,CHI,[E.Pineiro],False,0,0,0,0,0,0,0,0,0
676,1,Q1 04:09,False,GB,"[D.Adams, A.Rodgers, P.Amukamara]",False,10,0,0,0,0,0,0,0,0
698,2,Q1 04:07,False,GB,"[K.Fuller, A.Rodgers, D.Adams]",False,10,5,0,0,5,0,0,0,0
722,3,Q1 03:25,False,GB,"[A.Rodgers, D.Adams]",False,5,0,0,0,0,0,0,0,0
744,4,Q1 03:20,False,GB,"[J.Iyiegbuniwe, T.Cohen, J.Scott]",False,5,0,0,0,0,0,0,0,0
801,1,Q1 03:13,True,CHI,"[M.Davis, Z.Smith]",False,10,1,0,1,0,0,0,0,0
822,2,Q1 02:32,True,CHI,"[M.Trubisky, A.Robinson, R.Greene, J.Alexander]",False,9,5,0,0,5,0,0,0,0
846,0,,True,,[],False,0,0,0,0,0,0,0,0,0
863,3,Q1 01:50,True,CHI,[T.Williams],False,4,0,0,0,0,0,0,0,0
896,1,Q1 01:46,True,CHI,"[M.Trubisky, T.Brown, A.Shaheen]",False,10,6,0,0,6,0,0,0,0
920,2,Q1 01:05,True,CHI,"[D.Montgomery, K.Fackrell, T.Brown]",False,4,6,0,6,0,0,0,0,0
941,1,Q1 00:22,True,CHI,"[M.Trubisky, T.Gabriel, J.Alexander]",False,10,0,0,0,0,0,0,0,0
963,2,Q1 00:16,True,CHI,"[D.Montgomery, B.Martinez]",False,10,1,0,1,0,0,0,0,0
984,0,,True,,[],False,0,0,0,0,0,0,0,0,0
1001,3,Q2 15:00,True,CHI,"[K.King, C.Patterson, M.Trubisky]",False,9,0,0,0,0,0,0,0,0
1023,4,Q2 14:54,True,CHI,"[T.Davis, P.O'Donnell, K.Pierre-Louis]",False,9,0,0,0,0,0,0,0,0
1082,1,Q2 14:43,False,GB,"[M.Valdes-Scantling, A.Rodgers, P.Amukamara]",False,10,47,0,0,47,0,0,0,0
1106,1,Q2 14:08,False,GB,"[L.Floyd, A.Rodgers, M.Lewis]",False,10,9,0,0,9,0,0,0,0
1135,2,Q2 13:44,False,GB,"[A.Rodgers, E.Jackson, D.Adams]",False,1,10,0,0,10,0,0,0,0
1159,1,Q2 13:15,False,GB,"[A.Rodgers, J.Graham]",True,8,8,0,0,8,0,0,0,0
1184,0,Q2 13:08,False,GB,[M.Crosby],False,0,0,0,0,0,1,1,0,0
1227,0,Q2 13:08,True,GB,[M.Crosby],False,0,0,0,0,0,0,0,0,0
1248,1,Q2 13:08,True,CHI,"[M.Trubisky, A.Robinson, T.Brown]",False,10,27,0,0,27,0,0,0,0
1272,1,Q2 12:24,True,CHI,"[M.Trubisky, A.Robinson, T.Williams]",False,10,0,0,0,0,0,0,0,0
1294,2,Q2 12:19,True,CHI,"[M.Trubisky, T.Cohen, D.Savage]",False,10,9,0,0,9,0,0,0,0
1318,3,Q2 11:36,True,CHI,"[K.Clark, A.Amos, C.Patterson]",False,1,-2,0,-2,0,0,0,0,0
1350,4,Q2 11:20,True,CHI,[P.O'Donnell],False,3,0,0,0,0,0,0,0,0
1404,1,Q2 11:10,False,GB,"[K.Fuller, M.Valdes-Scantling, A.Rodgers]",False,10,9,0,0,9,0,0,0,0
1429,2,Q2 10:30,False,GB,"[K.Fuller, M.Valdes-Scantling, A.Rodgers]",False,1,1,0,0,1,0,0,0,0
1453,1,Q2 09:46,False,GB,"[J.Williams, D.Trevathan]",False,10,5,0,5,0,0,0,0,0
1474,2,Q2 09:06,False,GB,"[R.Robertson-Harris, M.Valdes-Scantling]",False,5,0,0,0,0,0,0,0,0
1495,3,Q2 08:20,False,GB,"[D.Adams, A.Rodgers, P.Amukamara]",False,5,11,0,0,11,0,0,0,0
1524,1,Q2 07:42,False,GB,"[J.Williams, R.Smith, A.Rodgers, B.Nichols]",False,10,5,0,0,5,0,0,0,0
1548,2,Q2 07:03,False,GB,"[J.Williams, R.Robertson-Harris]",False,5,-1,0,-1,0,0,0,0,0
1569,3,Q2 06:19,False,GB,"[A.Rodgers, A.Hicks]",False,6,0,0,0,0,0,0,0,0
1588,4,Q2 05:37,False,GB,[J.Scott],False,14,0,0,0,0,0,0,0,0
1633,1,Q2 05:25,True,CHI,"[K.King, M.Trubisky, A.Robinson]",False,10,9,0,0,9,0,0,0,0
1662,2,Q2 05:00,True,CHI,"[M.Trubisky, K.Clark, M.Davis]",False,1,7,0,0,7,0,0,0,0
1686,1,Q2 04:19,True,CHI,[K.Long],False,10,0,0,0,0,0,0,0,0
1723,1,Q2 03:46,True,CHI,"[M.Trubisky, Z.Smith]",False,20,0,0,0,0,0,0,0,0
1751,2,Q2 03:00,True,CHI,"[M.Trubisky, T.Cohen, D.Savage]",False,21,7,0,0,7,0,0,0,0
1775,3,Q2 02:19,True,CHI,"[M.Trubisky, A.Robinson, D.Savage]",False,14,0,0,0,0,0,0,0,0
1797,4,Q2 02:14,True,CHI,"[T.Davis, P.O'Donnell]",False,14,0,0,0,0,0,0,0,0
1825,1,Q2 02:07,False,GB,"[D.Trevathan, A.Jones, P.Amukamara]",False,10,3,0,3,0,0,0,0,0
1846,0,,False,,[],False,0,0,0,0,0,0,0,0,0
1863,2,Q2 02:00,False,GB,"[D.Adams, A.Rodgers, B.Skrine]",False,7,0,0,0,0,0,0,0,0
1885,3,Q2 01:54,False,GB,"[J.Williams, R.Smith, A.Rodgers]",False,7,10,0,0,10,0,0,0,0
1909,1,Q2 01:27,False,GB,"[A.Rodgers, J.Graham, B.Skrine]",False,10,6,0,0,6,0,0,0,0
1937,2,Q2 01:04,False,GB,"[K.Fuller, A.Rodgers, D.Adams]",False,4,0,0,0,0,0,0,0,0
1959,3,Q2 01:00,False,GB,"[M.Valdes-Scantling, A.Rodgers]",False,4,0,0,0,0,0,0,0,0
1981,4,Q2 00:55,False,GB,[A.Rodgers],False,4,0,0,0,0,0,0,0,0
2004,4,Q2 00:55,False,GB,[J.Scott],False,9,0,0,0,0,0,0,0,0
2049,1,Q2 00:43,True,CHI,"[K.King, M.Trubisky, C.Patterson]",False,10,3,0,0,3,0,0,0,0
2078,2,Q2 00:38,True,CHI,"[K.King, M.Trubisky]",False,7,0,0,0,0,0,0,0,0
2106,3,Q2 00:31,True,CHI,"[M.Trubisky, B.Martinez, M.Davis, J.Alexander]",False,9,-1,0,0,-1,0,0,0,0
2134,0,,True,,[],False,0,0,0,0,0,0,0,0,0
2151,4,Q2 00:24,True,CHI,[P.O'Donnell],False,10,0,0,0,0,0,0,0,0
2179,1,Q2 00:15,False,GB,"[H.Clinton-Dix, J.Graham, A.Rodgers]",False,10,16,0,0,16,0,0,0,0
2203,0,,False,,[],False,0,0,0,0,0,0,0,0,0
2220,1,Q2 00:09,False,GB,"[K.Fuller, A.Rodgers]",False,10,0,0,0,0,0,0,0,0
2242,0,,False,,[],False,0,0,0,0,0,0,0,0,0
2260,0,Q3 15:00,True,GB,[M.Crosby],False,0,0,0,0,0,0,0,0,0
2284,1,Q3 15:00,True,CHI,"[D.Montgomery, T.Brown, P.Smith]",False,10,0,0,0,0,0,0,0,0
2305,2,Q3 14:21,True,CHI,"[M.Trubisky, D.Lowry, J.Wims]",False,10,0,0,0,0,0,0,0,0
2327,3,Q3 14:15,True,CHI,"[M.Trubisky, T.Williams, M.Davis]",False,10,2,0,0,2,0,0,0,0
2356,4,Q3 13:50,True,CHI,"[T.Davis, P.O'Donnell]",False,8,0,0,0,0,0,0,0,0
2401,1,Q3 13:42,False,GB,"[D.Trevathan, A.Jones]",False,10,3,0,3,0,0,0,0,0
2422,2,Q3 13:17,False,GB,[D.Bakhtiari],False,7,0,0,0,0,0,0,0,0
2455,2,Q3 13:11,False,GB,[R.Smith],False,17,0,0,0,0,0,0,0,0
2488,1,Q3 13:04,False,GB,"[R.Robertson-Harris, A.Rodgers]",False,10,0,0,0,0,0,0,0,0
2517,0,,False,,[],False,0,0,0,0,0,0,0,0,0
2534,2,Q3 12:59,False,GB,"[D.Trevathan, A.Rodgers, M.Lewis]",False,10,5,0,0,5,0,0,0,0
2558,3,Q3 12:16,False,GB,[D.Bakhtiari],False,5,0,0,0,0,0,0,0,0
2606,3,Q3 11:43,False,GB,"[L.Floyd, A.Rodgers]",False,15,0,0,0,0,0,0,0,0
2625,4,Q3 10:58,False,GB,"[T.Cohen, J.Scott]",False,22,0,0,0,0,0,0,0,0
2670,1,Q3 10:51,True,CHI,"[D.Lowry, B.Martinez, M.Davis]",False,10,8,0,8,0,0,0,0,0
2691,2,Q3 10:31,True,CHI,"[M.Davis, P.Smith]",False,2,1,0,1,0,0,0,0,0
2712,3,Q3 09:47,True,CHI,"[M.Trubisky, K.Clark, P.Smith]",False,1,0,0,0,0,0,0,0,0
2731,4,Q3 09:10,True,CHI,[P.O'Donnell],False,1,0,0,0,0,0,0,0,0
2787,1,Q3 09:01,False,GB,"[K.Mack, A.Jones]",False,10,0,0,0,0,0,0,0,0
2808,2,Q3 08:16,False,GB,"[A.Lynch, A.Rodgers]",False,10,0,0,0,0,0,0,0,0
2827,3,Q3 07:27,False,GB,"[M.Valdes-Scantling, A.Rodgers, K.Mack]",False,15,-5,0,0,-5,0,0,0,0
2851,4,Q3 06:43,False,GB,"[J.Williams, T.Cohen, J.Scott]",False,20,0,0,0,0,0,0,0,0
2893,1,Q3 06:30,True,CHI,"[M.Trubisky, A.Robinson, T.Brown]",False,10,22,0,0,22,0,0,0,0
2917,1,Q3 05:41,True,CHI,[],False,10,0,0,0,0,0,0,0,0
2940,1,Q3 05:25,True,CHI,"[K.King, D.Montgomery, M.Trubisky]",False,15,27,0,0,27,0,0,0,0
2964,1,Q3 04:46,True,CHI,"[M.Trubisky, T.Cohen, R.Greene]",False,10,5,0,0,5,0,0,0,0
2993,2,Q3 04:12,True,CHI,"[M.Trubisky, A.Robinson, T.Williams]",False,5,0,0,0,0,0,0,0,0
3015,3,Q3 04:05,True,CHI,[],False,5,0,0,0,0,0,0,0,0
3038,3,Q3 04:05,True,CHI,"[M.Trubisky, C.Patterson]",False,10,0,0,0,0,0,0,0,0
3060,4,Q3 04:00,True,CHI,"[M.Trubisky, R.Greene]",False,10,3,0,3,0,0,0,0,0
3087,1,Q3 03:54,False,GB,"[H.Clinton-Dix, A.Jones]",False,10,9,0,9,0,0,0,0,0
3108,2,Q3 03:18,False,GB,"[K.Fuller, A.Jones]",False,1,6,0,6,0,0,0,0,0
3129,1,Q3 02:31,False,GB,"[D.Trevathan, A.Jones]",False,10,2,0,2,0,0,0,0,0
3150,2,Q3 01:58,False,GB,"[K.Fuller, A.Rodgers, D.Adams]",False,8,10,0,0,10,0,0,0,0
3179,1,Q3 01:23,False,GB,"[J.Williams, E.Jackson]",False,10,-2,0,-2,0,0,0,0,0
3200,2,Q3 00:42,False,GB,[T.Davis],False,12,0,0,0,0,0,0,0,0
3227,2,Q3 00:19,False,GB,"[A.Rodgers, A.Hicks]",False,17,0,0,0,0,0,0,0,0
3249,3,Q3 00:12,False,GB,"[A.Rodgers, J.Graham, P.Amukamara]",False,17,0,0,0,0,0,0,0,0
3282,0,,False,,[],False,0,0,0,0,0,0,0,0,0
3299,4,Q4 15:00,False,GB,"[T.Cohen, J.Scott]",False,17,0,0,0,0,0,0,0,0
3327,1,Q4 14:53,True,CHI,[M.Trubisky],False,10,0,0,0,0,0,0,0,0
3349,2,Q4 14:48,True,CHI,"[M.Trubisky, A.Robinson, T.Williams]",False,10,14,0,0,14,0,0,0,0
3389,1,Q4 14:25,True,CHI,"[M.Trubisky, T.Gabriel, J.Alexander]",False,10,15,0,0,15,0,0,0,0
3413,1,Q4 13:44,True,CHI,[C.Leno],False,10,0,0,0,0,0,0,0,0
3486,1,Q4 13:35,True,CHI,[C.Leno],False,20,0,0,0,0,0,0,0,0
3521,1,Q4 13:13,True,CHI,[T.Gabriel],False,30,0,0,0,0,0,0,0,0
3556,1,Q4 12:39,True,CHI,"[M.Trubisky, T.Cohen]",False,40,0,0,0,0,0,0,0,0
3578,2,Q4 12:33,True,CHI,"[M.Trubisky, A.Robinson]",False,40,0,0,0,0,0,0,0,0
3600,3,Q4 12:28,True,CHI,"[M.Trubisky, T.Gabriel, M.Adams]",False,40,9,0,0,9,0,0,0,0
3624,4,Q4 11:55,True,CHI,"[T.Davis, T.Brown, P.O'Donnell]",False,31,0,0,0,0,0,0,0,0
3680,1,Q4 11:48,False,GB,"[H.Clinton-Dix, A.Jones]",False,10,1,0,1,0,0,0,0,0
3701,2,Q4 11:07,False,GB,"[H.Clinton-Dix, A.Rodgers, T.Davis]",False,9,28,0,0,28,0,0,0,0
3725,1,Q4 10:23,False,GB,"[K.Mack, A.Jones]",False,10,2,0,2,0,0,0,0,0
3746,2,Q4 09:36,False,GB,[],False,8,0,0,0,0,0,0,0,0
3769,2,Q4 09:15,False,GB,"[K.Fuller, A.Rodgers, R.Tonyan]",False,13,28,0,0,28,0,0,0,0
3793,1,Q4 08:31,False,GB,"[A.Rodgers, M.Lewis]",False,10,0,0,0,0,0,0,0,0
3815,2,Q4 08:22,False,GB,"[H.Clinton-Dix, A.Jones]",False,10,6,0,6,0,0,0,0,0
3836,3,Q4 08:01,False,GB,[K.Fuller],False,4,0,0,0,0,0,0,0,0
3866,1,Q4 07:32,False,GB,"[J.Williams, E.Goldman]",False,10,0,0,0,0,0,0,0,0
3887,2,Q4 06:49,False,GB,"[J.Williams, R.Smith]",False,10,-2,0,-2,0,0,0,0,0
3908,3,Q4 06:05,False,GB,"[L.Floyd, A.Rodgers]",False,12,10,0,10,0,0,0,0,0
3929,4,Q4 05:20,False,GB,[M.Crosby],False,2,0,0,0,0,0,0,1,1
3963,0,Q4 05:15,True,GB,[M.Crosby],False,0,0,0,0,0,0,0,0,0
3984,1,Q4 05:15,True,CHI,"[M.Trubisky, T.Cohen, B.Martinez]",False,10,6,0,0,6,0,0,0,0
4008,2,Q4 04:58,True,CHI,"[M.Trubisky, A.Robinson, D.Savage]",False,4,4,0,0,4,0,0,0,0
4032,1,Q4 04:33,True,CHI,"[M.Trubisky, M.Davis, R.Greene]",False,10,5,0,0,5,0,0,0,0
4061,2,Q4 04:26,True,CHI,"[M.Trubisky, T.Cohen, A.Amos]",False,5,9,0,0,9,0,0,0,0
4090,1,Q4 04:20,True,CHI,"[M.Trubisky, T.Gabriel, Z.Smith]",False,10,0,0,0,0,0,0,0,0
4118,2,Q4 04:16,True,CHI,"[M.Trubisky, T.Gabriel]",False,10,0,0,0,0,0,0,0,0
4147,3,Q4 04:11,True,CHI,"[M.Trubisky, A.Robinson, B.Martinez]",False,10,21,0,0,21,0,0,0,0
4210,1,Q4 03:33,True,CHI,"[M.Trubisky, M.Davis, J.Alexander]",False,10,2,0,0,2,0,0,0,0
4234,2,Q4 03:03,True,CHI,"[M.Trubisky, T.Cohen, B.Martinez]",False,8,7,0,0,7,0,0,0,0
4258,3,Q4 02:44,True,CHI,"[M.Trubisky, T.Cohen, T.Williams]",False,1,5,0,0,5,0,0,0,0
4282,1,Q4 02:14,True,CHI,"[M.Trubisky, M.Davis, P.Smith, R.Greene]",False,10,0,0,0,0,0,0,0,0
4304,2,Q4 02:08,True,CHI,"[M.Trubisky, D.Savage, A.Shaheen, J.Alexander]",False,10,0,0,0,0,0,0,0,0
4326,3,Q4 02:03,True,CHI,"[M.Trubisky, A.Robinson, A.Amos]",False,10,0,1,0,0,0,0,0,0
4370,1,Q4 01:58,False,GB,"[K.Mack, A.Jones]",False,10,5,0,5,0,0,0,0,0
4391,0,,False,,[],False,0,0,0,0,0,0,0,0,0
4408,2,Q4 01:53,False,GB,"[M.Valdes-Scantling, A.Rodgers]",False,5,0,0,0,0,0,0,0,0
4430,3,Q4 01:50,False,GB,"[A.Jones, A.Hicks]",False,5,2,0,2,0,0,0,0,0
4451,0,,False,,[],False,0,0,0,0,0,0,0,0,0
4468,4,Q4 01:45,False,GB,"[T.Cohen, A.Amos, D.Shelley, J.Scott]",False,3,0,0,0,0,0,0,0,0
4504,1,Q4 01:33,True,CHI,"[M.Trubisky, M.Davis, R.Greene]",False,10,2,0,0,2,0,0,0,0
4532,2,Q4 01:17,True,CHI,"[M.Trubisky, A.Miller]",False,8,0,0,0,0,0,0,0,0
4554,3,Q4 01:12,True,CHI,"[M.Trubisky, J.Wims, Z.Smith]",False,8,0,0,0,0,0,0,0,0
4576,4,Q4 01:09,True,CHI,"[M.Trubisky, P.Smith]",False,8,0,0,0,0,0,0,0,0
4595,1,Q4 01:02,False,GB,[A.Rodgers],False,5,-1,0,-1,0,0,0,0,0
4616,2,Q4 00:28,False,GB,[A.Rodgers],False,6,-1,0,-1,0,0,0,0,0
4637,0,,False,,[],False,0,0,0,0,0,0,0,0,0
36,0,Q1 15:00,True,LA,[G.Zuerlein],False,0,0,0,0,0,0,0,0,0
51,1,Q1 15:00,True,CAR,"[C.Matthews, C.McCaffrey]",False,10,5,0,5,0,0,0,0,0
72,2,Q1 14:26,True,CAR,"[M.Peters, C.Littleton, C.McCaffrey]",False,5,17,0,17,0,0,0,0,0
93,1,Q1 13:38,True,CAR,"[E.Weddle, C.Newton, C.McCaffrey]",False,10,5,0,0,5,0,0,0,0
126,2,Q1 13:14,True,CAR,"[C.Matthews, C.Newton]",False,5,0,0,0,0,0,0,0,0
147,3,Q1 12:30,True,CAR,"[N.Robey, C.Newton, D.Moore]",False,11,12,0,0,12,0,0,0,0
171,1,Q1 11:47,True,CAR,"[A.Armah, C.Newton, C.Littleton, D.Moore]",False,10,12,1,0,12,0,0,0,0
211,1,Q1 11:34,False,LA,"[J.Goff, S.Thompson, C.Kupp]",False,10,6,0,0,6,0,0,0,0
235,2,Q1 11:09,False,LA,"[J.Goff, S.Thompson, T.Gurley]",False,4,4,0,0,4,0,0,0,0
259,1,Q1 10:36,False,LA,"[J.Goff, C.Kupp, E.Reid]",False,10,6,0,0,6,0,0,0,0
288,2,Q1 10:14,False,LA,"[J.Goff, T.Higbee, B.Burns]",False,4,0,0,0,0,0,0,0,0
310,3,Q1 10:09,False,LA,"[J.Goff, T.Boston, C.Kupp]",False,4,7,0,0,7,0,0,0,0
334,1,Q1 09:41,False,LA,"[B.Cooks, J.Goff]",False,10,0,0,0,0,0,0,0,0
356,2,Q1 09:35,False,LA,"[J.Goff, L.Kuechly, C.Kupp]",False,10,5,0,0,5,0,0,0,0
380,3,Q1 08:55,False,LA,"[J.Goff, J.Bradberry]",False,5,0,0,0,0,0,0,0,0
399,4,Q1 08:06,False,LA,[],False,8,0,0,0,0,0,0,0,0
426,4,Q1 07:49,False,LA,[J.Hekker],False,8,0,0,0,0,0,0,0,0
444,1,Q1 07:42,True,CAR,"[C.Newton, C.Littleton, B.Hager, G.Olsen]",False,10,3,0,0,3,0,0,0,0
468,2,Q1 06:56,True,CAR,"[C.Littleton, C.McCaffrey]",False,7,3,0,3,0,0,0,0,0
489,3,Q1 06:18,True,CAR,"[E.Weddle, C.Newton, T.Rapp, C.Samuel]",False,4,2,0,0,2,0,0,0,0
513,4,Q1 05:39,True,CAR,[M.Palardy],False,2,0,0,0,0,0,0,0,0
530,1,Q1 05:31,False,LA,"[S.Thompson, T.Gurley]",False,10,0,0,0,0,0,0,0,0
551,2,Q1 05:03,False,LA,"[J.Goff, D.Jackson, R.Woods]",False,10,0,0,0,0,0,0,0,0
573,3,Q1 04:59,False,LA,"[J.Goff, C.Kupp]",False,10,0,0,0,0,0,0,0,0
595,4,Q1 04:54,False,LA,"[J.Hekker, R.McCloud, M.Brown, T.Hill]",False,10,0,0,0,0,0,0,0,0
620,1,Q1 04:37,True,CAR,"[C.Newton, D.Moore]",False,10,0,0,0,0,0,0,0,0
642,2,Q1 04:32,True,CAR,"[E.Weddle, C.Newton, C.McCaffrey, J.Johnson]",False,10,17,0,0,17,0,0,0,0
666,1,Q1 03:58,True,CAR,"[E.Weddle, C.Newton, J.Johnson, G.Olsen]",False,10,14,0,0,14,0,0,0,0
690,1,Q1 03:33,True,CAR,"[C.McCaffrey, J.Johnson]",False,10,6,0,6,0,0,0,0,0
711,2,Q1 02:55,True,CAR,"[C.Littleton, C.McCaffrey]",False,4,6,0,6,0,0,0,0,0
732,1,Q1 02:17,True,CAR,"[C.Newton, G.Olsen]",False,10,0,0,0,0,0,0,0,0
754,2,Q1 02:12,True,CAR,"[C.Littleton, C.McCaffrey]",False,10,3,0,3,0,0,0,0,0
775,0,,True,,[],False,0,0,0,0,0,0,0,0,0
792,3,Q1 01:30,True,CAR,[],False,7,0,0,0,0,0,0,0,0
815,3,Q1 01:30,True,CAR,"[C.McCaffrey, J.Johnson]",False,12,-1,0,-1,0,0,0,0,0
836,4,Q1 00:47,True,CAR,[J.Slye],False,13,0,0,0,0,0,0,1,0
856,1,Q1 00:41,False,LA,"[J.Goff, J.Reynolds]",False,10,0,0,0,0,0,0,0,0
890,2,Q1 00:36,False,LA,"[E.Obada, L.Kuechly, T.Gurley]",False,10,2,0,2,0,0,0,0,0
911,3,Q1 00:16,False,LA,"[J.Goff, R.Woods, T.Boston]",False,8,22,0,0,22,0,0,0,0
946,0,,False,,[],False,0,0,0,0,0,0,0,0,0
963,1,Q2 15:00,False,LA,"[S.Thompson, T.Gurley]",False,10,6,0,6,0,0,0,0,0
984,2,Q2 14:35,False,LA,"[R.Woods, B.Burns]",False,4,-4,0,-4,0,0,0,0,0
1005,3,Q2 13:54,False,LA,"[J.Goff, R.Woods]",False,8,0,0,0,0,0,0,0,0
1027,4,Q2 13:48,False,LA,[G.Zuerlein],False,8,0,0,0,0,0,0,1,1
1046,0,Q2 13:43,True,LA,"[M.Christian, R.McCloud, G.Zuerlein, T.Hill]",False,0,0,0,0,0,0,0,0,0
1068,1,Q2 13:38,True,CAR,[C.Manhertz],False,10,0,0,0,0,0,0,0,0
1100,1,Q2 13:15,True,CAR,"[C.Newton, D.Moore, S.Ebukam]",False,20,-5,1,-5,0,0,0,0,0
1134,1,Q2 13:07,False,LA,"[M.Brown, D.Poe]",False,10,5,0,5,0,0,0,0,0
1160,2,Q2 12:50,False,LA,[M.Brown],True,5,5,0,5,0,0,0,0,0
1182,0,Q2 12:44,False,LA,[G.Zuerlein],False,0,0,0,0,0,1,1,0,0
1198,0,Q2 12:44,True,LA,"[R.McCloud, T.Rapp, G.Zuerlein]",False,0,0,0,0,0,0,0,0,0
1220,1,Q2 12:37,True,CAR,"[E.Weddle, A.Talib, C.McCaffrey]",False,10,13,0,13,0,0,0,0,0
1241,1,Q2 12:04,True,CAR,"[M.Fox, C.McCaffrey]",False,10,0,0,0,0,0,0,0,0
1269,2,Q2 11:26,True,CAR,"[D.Fowler, C.Newton]",False,10,0,0,0,0,0,0,0,0
1288,3,Q2 10:46,True,CAR,"[E.Weddle, C.Newton, C.McCaffrey, T.Rapp]",False,20,9,0,0,9,0,0,0,0
1316,4,Q2 09:54,True,CAR,[],False,11,0,0,0,0,0,0,0,0
1351,4,Q2 09:43,True,CAR,"[N.Jamerson, M.Palardy, J.Natson, S.Ebukam]",False,16,0,0,0,0,0,0,0,0
1427,1,Q2 09:32,False,LA,"[E.Obada, J.Bradberry, T.Gurley]",False,10,2,0,2,0,0,0,0,0
1448,2,Q2 08:54,False,LA,"[E.Obada, J.Goff, R.Woods]",False,8,6,0,0,6,0,0,0,0
1472,3,Q2 08:24,False,LA,"[J.Goff, R.Woods, S.Thompson]",False,2,3,0,0,3,0,0,0,0
1500,1,Q2 07:44,False,LA,"[L.Kuechly, K.Short, T.Gurley]",False,10,-2,0,-2,0,0,0,0,0
1524,2,Q2 07:20,False,LA,"[J.Goff, R.Woods, L.Kuechly, K.Short]",False,12,9,0,0,9,0,0,0,0
1549,3,Q2 06:32,False,LA,"[B.Cooks, K.Short, J.Goff]",False,3,0,0,0,0,0,0,0,0
1571,4,Q2 06:27,False,LA,"[J.Hekker, R.McCloud, B.Hager, T.Reeder]",False,3,0,0,0,0,0,0,0,0
1604,1,Q2 06:14,True,CAR,"[C.McCaffrey, M.Brockers]",False,10,1,0,1,0,0,0,0,0
1625,2,Q2 05:37,True,CAR,"[C.Newton, C.Littleton, C.McCaffrey]",False,9,5,0,0,5,0,0,0,0
1649,3,Q2 05:08,True,CAR,"[C.Newton, C.Littleton, G.Olsen]",False,4,0,0,0,0,0,0,0,0
1671,4,Q2 05:04,True,CAR,"[J.Natson, M.Palardy]",False,4,0,0,0,0,0,0,0,0
1690,1,Q2 04:56,False,LA,"[J.Elliott, M.Brown, S.Thompson]",False,10,1,0,1,0,0,0,0,0
1711,2,Q2 04:18,False,LA,"[T.Boston, M.Brown]",False,9,17,0,17,0,0,0,0,0
1732,1,Q2 03:55,False,LA,"[M.Brown, S.Thompson, L.Kuechly]",False,10,1,0,1,0,0,0,0,0
1753,2,Q2 03:18,False,LA,"[J.Goff, D.Jackson]",False,9,3,0,3,0,0,0,0,0
1779,3,Q2 02:34,False,LA,"[R.Cockrell, G.Everett, J.Goff]",False,6,7,0,0,7,0,0,0,0
1803,0,,False,,[],False,0,0,0,0,0,0,0,0,0
1820,1,Q2 02:00,False,LA,"[J.Goff, C.Kupp]",False,10,0,0,0,0,0,0,0,0
