name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Awuzie,00-0033548,no,DAL,CB,12,0,1,0.0,21,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Maher,00-0030332,no,DAL,K,,,,,,,,,,,14,10,242,30,22,0,22,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jones,00-0028664,no,DAL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,10,351,22,944,,,,,,,,,,,,,,,,,,,
J.Lewis,00-0033928,no,DAL,CB,1,0,1,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Heath,00-0030196,no,DAL,SS,12,0,0,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Smith,00-0033052,no,DAL,MLB,18,2,0,2.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X.Woods,00-0033579,no,DAL,FS,11,1,1,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Covington,00-0031619,no,DAL,DE,3,0,0,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Woods,00-0032871,no,DAL,DT,1,0,0,0.0,3,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Vander Esch,00-0034674,no,DAL,OLB,21,1,0,0.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Frazier,00-0033048,no,DAL,FS,1,0,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Lee,00-0027663,no,DAL,OLB,7,0,0,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jones,00-0032239,no,DAL,CB,7,1,0,0.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Brown,00-0033047,no,DAL,CB,6,0,0,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jones,00-0035710,no,NYG,QB,,,,,,6,1,8,1,0,,,,,,,,,,,,,,,216,135,7,10,2,1,1466,,,,,,,,,,,,,,,,,,23,69,7,2,0,0,134
E.Manning,00-0022803,no,NYG,QB,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,89,56,2,2,0,0,556,,,,,,,,,,,,,,,,,,2,8,0,0,0,0,8
W.Gallman Jr,00-0033950,no,NYG,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,6,10,1,0,0,99,27,54,3,2,0,0,107
S.Barkley,00-0034844,no,NYG,RB,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,4,22,1,0,0,161,74,125,34,2,0,0,373
E.Penny,00-0032813,no,NYG,RB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0,2,0,0,0,9,12,19,0,0,0,0,39
B.Fowler,00-0030670,no,NYG,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,0,18,0,0,0,155,1,20,0,0,0,0,20
R.Ellison,00-0029587,no,NYG,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,28,13,1,0,0,108,,,,,,,
C.Latimer,00-0031344,no,NYG,WR,,,,,,,,,,,,,,,,,,,,21,21,0,1,0,,,,,,,,,,,,,,,,,,88,0,12,0,0,0,165,,,,,,,
E.Engram,00-0033881,no,NYG,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,78,38,3,0,0,419,2,5,0,0,0,0,5
S.Shepard,00-0032385,no,NYG,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7,25,1,1,1,267,4,40,0,0,0,0,42
A.Rosas,00-0032870,no,NYG,K,,,,,,,,,,,6,4,126,12,19,0,18,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Dixon,00-0032943,no,NYG,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,14,416,31,1394,,,,,,,,,,,,,,,,,,,
C.Ballentine,00-0035633,no,NYG,DB,,,,,,,,,,,,,,,,,,,,129,154,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Peppers,00-0033883,no,NYG,FS,15,2,1,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,0,3,0,,,,,,,,,,,,,,
B.Hill,00-0034800,no,NYG,DE,14,0,0,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Ximines,00-0035708,no,NYG,LB,8,0,0,2.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bethea,00-0024421,no,NYG,FS,19,0,0,0.0,39,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Haley,00-0034502,no,NYG,DB,7,0,0,1.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ogletree,00-0030527,no,NYG,OLB,14,0,0,1.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Davis,00-0034500,no,NYG,LB,2,0,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Lawrence II,00-0035683,no,NYG,DT,10,1,0,2.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Carter,00-0034360,no,NYG,LB,11,1,0,2.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Golden,00-0032127,no,NYG,LB,16,0,0,6.0,18,0,0,0,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ja.Jenkins,00-0029681,no,NYG,CB,3,0,4,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Tomlinson,00-0033546,no,NYG,DE,9,0,0,1.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Martin,00-0031050,no,NYG,OLB,1,0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McIntosh,00-0034848,no,NYG,DT,5,0,0,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Connelly,00-0035533,no,NYG,ILB,10,0,2,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Baker,00-0035684,no,NYG,CB,7,0,0,0.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Thomas,00-0028908,no,NYG,DB,9,0,0,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Hamilton,00-0032933,no,NYG,CB,2,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Winston,00-0031503,no,TB,QB,,,,,,3,2,8,2,-9,,,,,,,,,,,,,,,263,153,12,14,3,2,2072,,,,,,,,,,,,,,,,,,26,41,0,0,1,1,91
P.Barber,00-0032741,no,TB,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,7,0,0,0,33,79,63,21,3,0,0,262
R.Jones,00-0034816,no,TB,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,6,0,0,0,109,74,103,10,2,0,0,314
M.Evans,00-0031408,no,TB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,97,38,6,1,1,662,,,,,,,
C.Godwin,00-0033921,no,TB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,65,47,6,1,1,705,,,,,,,
C.Brate,00-0031273,no,TB,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,23,15,2,0,0,151,,,,,,,
O.Howard,00-0033879,no,TB,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,13,0,0,0,176,,,,,,,
B.Perriman,00-0032054,yes,TB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,3,0,0,0,16,1,13,0,0,0,0,13
D.Ogunbowale,00-0033854,no,TB,RB,,,,,,,,,,,,,,,,,,,,19,19,0,1,0,,,,,,,,,,,,,,,,,,76,0,17,0,0,0,133,4,-3,3,1,0,0,-3
R.Jensen,00-0029895,no,TB,C,,,,,,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Davis,00-0034778,no,TB,CB,2,0,0,0.0,28,0,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Gay,00-0035269,no,TB,K,,,,,,,,,,,16,14,325,42,17,1,16,1,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Pinion,00-0032065,no,TB,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,9,344,29,1263,,,,,,,,,,,,,,,,,,,
T.Logan,00-0033789,no,TB,RB,,,,,,,,,,,,,,,,,,,,79,86,0,8,0,,,,,,,,,,,,,15,40,0,3,0,,,,,,,,,,,,,,
B.Wilson,00-0033434,no,TB,,,,,,,1,2,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,10,26,0,15,0,35,0,3,0,0,0,35,,,,,,,
W.Gholston,00-0030386,no,TB,DT,7,0,0,1.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Whitehead,00-0034374,no,TB,FS,9,0,1,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Stewart,00-0027256,yes,TB,SS,2,0,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.David,00-0029562,no,TB,OLB,21,0,1,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stewart,00-0034355,no,TB,CB,4,0,0,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Hargreaves,00-0032758,no,TB,CB,3,0,1,0.0,30,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Barrett,00-0031101,no,TB,LB,4,4,1,10.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.White,00-0035707,no,TB,LB,7,0,0,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Suh,00-0027855,no,TB,NT,8,0,0,0.5,6,0,0,0,2,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Nassib,00-0033129,no,TB,LB,7,0,0,3.0,15,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Vea,00-0034773,no,TB,DT,10,0,0,0.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Garoppolo,00-0031345,no,SF,QB,,,,,,2,1,5,1,-20,,,,,,,,,,,,,,,189,132,7,9,1,1,1489,,,,,,,,,,,,,,,,,,25,25,1,1,0,0,30
M.Breida,00-0033308,no,SF,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,5,12,1,0,0,89,84,177,83,1,0,0,446
T.Coleman,00-0032058,no,SF,RB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10,8,1,0,0,61,71,97,69,5,0,0,332
R.Mostert,00-0031687,no,SF,RB,,,,,,1,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,39,4,1,0,0,68,54,114,41,1,0,0,309
M.Goodwin,00-0030068,no,SF,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,38,11,1,0,0,181,1,15,0,0,0,0,15
G.Kittle,00-0033288,no,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,22,40,1,0,0,462,3,20,0,0,0,0,18
R.James,00-0034286,no,SF,WR,,,,,,1,0,1,0,-7,,,,,,,,,,59,61,0,5,0,,,,,,,,,,,,,79,100,0,19,0,102,39,5,1,0,0,108,,,,,,,
K.Bourne,00-0033307,no,SF,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,10,0,0,0,151,,,,,,,
D.Pettis,00-0034860,no,SF,WR,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,16,,,,,,,,,,,56,5,10,1,0,0,88,,,,,,,
D.Samuel,00-0035719,no,SF,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,2,18,1,1,1,187,5,26,20,1,0,0,37
R.Blair,00-0032413,no,SF,DE,7,0,0,3.0,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gould,00-0023252,no,SF,K,,,,,,,,,,,19,13,236,39,22,0,22,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Wishnowsky,00-0034941,no,SF,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,10,350,20,866,,,,,,,,,,,,,,,,,,,
A.Witherspoon,00-0033783,no,SF,CB,2,0,1,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Sherman,00-0028092,no,SF,CB,5,0,3,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jones,00-0033297,no,SF,DT,2,0,0,1.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Warner,00-0034815,no,SF,MLB,9,1,0,0.0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ford,00-0031297,no,SF,DE,4,2,0,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Alexander,00-0032109,no,SF,MLB,11,1,1,0.5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Moore,00-0034263,no,SF,FS,5,0,0,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Bosa,00-0035717,no,SF,DE,4,1,1,7.0,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Moseley,00-0034096,no,SF,DB,0,0,1,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0031253,no,SF,DB,9,0,2,0.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Day,00-0033010,no,SF,DT,3,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Greenlaw,00-0034982,no,SF,LB,4,0,0,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Armstead,00-0032164,no,SF,DE,10,1,0,5.5,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tartt,00-0032057,no,SF,SS,9,0,0,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Nzeocha,00-0031961,no,SF,OLB,0,0,1,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Buckner,00-0032378,no,SF,DT,9,2,0,3.0,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Edelman,00-0027150,no,NE,WR,,,,,,0,0,1,0,0,,,,,,,,,,19,19,0,1,0,1,1,0,0,0,0,32,,,,,,,,,,,171,23,53,4,0,0,574,6,15,0,0,0,0,26
T.Brady,00-0019596,no,NE,QB,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,309,200,4,13,0,0,2251,,,,,,,,,,,,,,,,,,14,2,2,3,0,0,3
J.White,00-0031062,no,NE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,10,42,1,0,0,358,23,29,0,0,0,0,66
B.Bolden,00-0029239,no,NE,RB,,,,,,,,,,,,,,,,,,,,113,124,0,8,0,,,,,,,,,,,,,,,,,,84,29,9,1,0,0,111,13,42,5,2,0,0,47
S.Michel,00-0034845,no,NE,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,0,6,0,0,0,51,140,115,23,6,0,0,464
R.Burkhead,00-0030288,no,NE,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,0,15,0,0,0,126,27,34,2,1,0,0,116
J.Gordon,00-0029664,no,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,20,20,1,0,0,287,1,1,0,0,0,0,1
R.Izzo,00-0034439,no,NE,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10,6,1,0,0,114,,,,,,,
P.Dorsett,00-0032208,no,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,109,21,4,0,0,286,3,16,0,0,0,0,21
J.Meyers,00-0034960,no,NE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,0,14,0,0,0,172,,,,,,,
S.Gostkowski,00-0024333,no,NE,K,,,,,,,,,,,8,7,129,21,15,0,11,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bailey,00-0035280,no,NE,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,18,444,43,1908,,,,,,,,,,,,,,,,,,,
G.Olszewski,00-0035645,no,NE,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,71,98,0,20,0,29,0,2,0,0,0,34,,,,,,,
L.Guy,00-0028171,no,NE,DT,7,0,1,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Collins,00-0030421,no,NE,OLB,9,2,3,6.0,35,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harmon,00-0030383,no,NE,SS,3,0,2,0.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Chung,00-0027010,no,NE,SS,4,0,0,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.McCourty,00-0027136,no,NE,CB,8,0,1,0.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jones,00-0032580,no,NE,CB,11,2,0,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Calhoun,00-0033122,no,NE,DE,2,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McCourty,00-0027647,no,NE,FS,5,0,5,0.0,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Winovich,00-0035654,no,NE,DE,4,0,0,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bentley,00-0034385,no,NE,LB,4,0,0,0.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gilmore,00-0029542,no,NE,CB,5,0,3,0.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jackson,00-0034591,no,NE,CB,4,0,2,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Simon,00-0030442,no,NE,DE,9,1,1,3.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Wise,00-0033947,no,NE,DE,1,1,0,1.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Shelton,00-0032143,no,NE,DT,8,0,0,2.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hightower,00-0029669,no,NE,OLB,8,0,0,2.0,19,0,0,0,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Roethlisberger,00-0022924,no,PIT,QB,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,62,35,1,0,0,0,351,,,,,,,,,,,,,,,,,,1,7,0,0,0,0,7
J.Conner,00-0033553,no,PIT,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,47,26,2,0,0,231,77,99,14,3,0,0,260
J.Samuels,00-0034331,no,PIT,RB,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,0,0,0,35,,,,,,,,,,,38,0,13,0,0,0,83,18,28,2,1,0,0,50
R.Switzer,00-0033562,no,PIT,WR,,,,,,0,1,1,1,0,,,,,,,,,,44,55,0,5,0,,,,,,,,,,,,,23,25,0,6,0,6,0,8,0,0,0,27,,,,,,,
J.Washington,00-0034676,no,PIT,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,9,0,0,0,140,,,,,,,
D.Moncrief,00-0031339,no,PIT,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,4,0,0,0,18,,,,,,,
V.McDonald,00-0030470,no,PIT,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,8,15,2,0,0,141,,,,,,,
J.Smith-Schuster,00-0033857,no,PIT,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,111,25,2,1,0,340,,,,,,,
D.Johnson,00-0035216,no,PIT,WR,,,,,,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,0,1,0,128,82,20,2,0,0,212,1,6,0,0,0,0,6
R.Foster,00-0026561,no,PIT,OG,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Pouncey,00-0027870,no,PIT,C,,,,,,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Boswell,00-0031136,no,PIT,K,,,,,,,,,,,11,11,216,33,12,0,12,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Berry,00-0031502,no,PIT,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,9,336,26,1225,,,,,,,,,,,,,,,,,,,
M.Barron,00-0029670,no,PIT,ILB,10,0,1,0.5,19,0,0,0,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Tuitt,00-0031412,no,PIT,DE,4,0,0,3.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Alualu,00-0027862,no,PIT,DE,5,0,0,1.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Sutton,00-0033930,no,PIT,CB,1,0,1,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Haden,00-0027860,no,PIT,CB,2,0,0,0.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Watt,00-0033886,no,PIT,OLB,9,1,1,4.0,12,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Kelly,00-0034556,no,PIT,DB,3,0,1,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Heyward,00-0027969,no,PIT,DE,10,1,0,3.5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Te.Edmunds,00-0034858,no,PIT,SS,14,0,0,0.0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Williams,00-0030434,no,PIT,ILB,9,0,0,1.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Nelson,00-0032150,no,PIT,CB,5,0,0,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Dupree,00-0032146,no,PIT,OLB,6,1,0,3.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Burns,00-0033103,no,PIT,CB,3,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hilton,00-0032521,no,PIT,CB,3,0,1,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
